Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Guatemala,GTM,GDP (current US$),1043599900.00,1076699900.00,1143600000.00,1262800000.00,1299099900.00,1331399900.00,1390700000.00,1453500000.00,1610500000.00,1715399900.00,1904000000.00,1984800000.00,2101300000.00,2569200100.00,3161499900.00,3645900000.00,4365300200.00,5480500200.00,6070600200.00,6902600200.00,7878700000.00,8607500300.00,8716999700.00,9050000400.00,9470000100.00,9721652086.96,7231963515.98,7084399840.00,7841602824.43,8410724360.80,7650196845.22,9406135143.41,10440781587.54,11400017301.46,12983233310.75,14655404433.28,15674835615.31,17790026221.61,19395491992.99,18318412251.36,19288929030.05,18405220247.44,20444205991.03,21576351798.91,23577298094.66,26783389293.92,29744246827.18,33567850824.10,38503720224.32,37126148264.64,40676578423.49,46876006272.24,49593929487.13,52996446269.44,57852153058.50,62186064718.74,66053403469.00,71653754066.28,73328365862.43,77172317258.65,77715183063.21,86053083476.03,95003330315.88,102050473863.64
Guam,GUM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.00,3569000000.00,3869000000.00,4213000000.00,4238000000.00,4397000000.00,4658000000.00,4828000000.00,4949000000.00,4984000000.00,5265000000.00,5399000000.00,5610000000.00,5799000000.00,5901000000.00,6013000000.00,6051000000.00,6355000000.00,5916000000.00,6234000000.00,6910000000.00,
Guyana,GUY,GDP (current US$),170216241.13,185849535.38,194949512.63,175757893.94,194774513.06,213235294.12,228705882.35,250176470.59,229750000.00,249300000.00,267800000.00,282050000.00,285380952.38,307047619.05,433954545.45,494791666.67,454440000.00,449880000.00,507080000.00,530440000.00,603200000.00,570357107.14,482000000.00,489333333.33,437631605.26,453488372.09,504651139.53,354591846.94,413799990.00,379779389.71,396582263.29,348533094.81,373573141.49,454101382.49,540874934.20,621626785.92,705406001.42,749138009.56,717530683.17,694754988.26,712667896.73,712167450.16,726131434.72,743063950.32,787814379.18,824880550.34,2379817990.69,2730971595.40,3025187433.34,3165663152.73,3432912516.92,3691384317.52,4063088535.76,4167800928.84,4127660151.81,4279840193.70,4482697336.56,4748174334.14,4787636997.85,5173760191.85,5471256594.72,8041362110.31,14718388489.21,16786302158.27
High income,HIC,GDP (current US$),1092681910636.61,1165571615004.35,1260544911051.24,1355913364088.10,1482006061458.11,1610880796545.40,1762770956963.86,1883245565212.18,2042819926658.10,2251670738554.68,2471430871017.00,2745745471453.58,3189501756772.02,3869203380449.93,4374887819976.59,4881968689614.13,5316705508568.40,6017649327457.82,7224423199614.21,8349033768623.12,9318973466251.51,9463529620224.13,9370788287370.27,9680375566671.56,10091350207473.40,10589659647967.20,12863823517433.60,14914230823363.00,16785555755731.40,17481687412866.60,19577046428304.50,20659797917552.10,22119166125283.00,22272082420753.70,23818722465725.50,26430046395918.60,26643709351548.80,26208151153812.50,26174130826663.10,27403905274743.60,28036716903140.20,27811072270318.10,29022750091985.20,32574954634084.80,36387608557612.30,38623901277744.30,40986059390577.00,45098647855102.50,48338201243505.70,44940316093124.70,47340327876456.00,51524951092552.40,51710003724530.80,52439877375602.60,53310162826089.20,49773105280474.20,50737236574099.60,53336788717601.60,56684556889445.80,57218295248360.40,55791128824226.20,62461025675219.60,64444446480056.60,67653743404264.10
"Hong Kong SAR, China",HKG,GDP (current US$),1320796651.69,1383681651.14,1612346412.26,1935298266.45,2206466461.26,2435078534.03,2489845016.65,2692474989.13,2716964388.42,3189740055.14,3800766535.62,4476001946.01,5710090213.15,8030117555.62,9388695366.85,10048089558.06,12876366008.81,15719433719.43,18315136409.14,22526184533.17,28861857810.65,31055226088.69,32291215843.64,29907227184.18,33511383985.67,35699772165.71,41075396884.90,50622896162.60,59707404560.59,68790219177.97,76928784620.82,88959997899.93,104272507639.28,120354212475.00,135811771026.33,144652295363.67,159718183550.73,177353174849.71,168885443660.07,165768095391.56,171668891194.35,169404327616.61,166348866131.03,161385558801.81,169099768875.19,181569311742.21,193535442896.37,211596944503.80,219278749139.73,214047795659.05,228638668727.29,248513617677.29,262628865879.70,275696879834.97,291459995978.89,309385622601.35,320860317562.56,341273289534.47,361731070995.73,363074545072.39,344943149590.06,368954169748.82,358696261481.16,382054574298.53
Honduras,HND,GDP (current US$),335650000.00,356200000.00,387750000.00,410200000.00,457000000.00,508650000.00,549950000.00,598100000.00,646800000.00,668000050.00,723000000.00,731000000.00,802996336.52,912499493.75,1034500000.00,1124000000.00,1347999950.00,1669499950.00,3097242093.20,3544281976.30,3968160046.00,4043894878.60,4266503525.60,4476697184.85,4915311846.50,5278120712.50,5677828959.00,6190521241.50,5902717091.42,5432344901.72,4923009551.56,4648668478.57,4943700431.07,4926728932.95,4642280682.14,5347445005.21,5215028986.49,5737099650.19,6366340265.88,6414520529.62,7186638029.06,7651162302.35,7858255412.86,8230391346.67,8869299234.34,9757012696.56,10917477066.14,12361257680.56,13881731875.75,14587496229.18,15839344591.98,17710275685.41,18528554397.57,18499729214.90,19756533971.87,20979791685.42,21717604952.18,23136247990.60,24067750760.50,24882225741.81,23352232483.76,28144331506.61,31426041806.80,34400509852.04
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),19354196920.02,20466946573.68,21702560908.21,23202556343.37,25329361322.80,27407155530.49,29546591559.58,30437412379.52,32454194328.79,34788569876.63,33482337771.59,35707193075.59,39808037888.03,48392033697.79,56393309396.58,64331879474.89,70328556359.01,80079419060.17,93710679429.08,106004660870.75,118158955500.90,120573695619.68,121466070068.65,123124522167.94,129205222177.45,137540014545.08,124423789697.55,132904929286.29,140121552753.85,144827895670.96,167698097617.13,182522872477.58,137478391074.76,142227536704.24,121486215558.28,141409774172.69,154144082762.94,161383997622.50,166850582010.56,167809406850.79,181381059271.13,174623068211.63,189453215972.28,214945631968.99,247743498935.08,283838004106.18,332982475731.50,397470489216.48,472367096833.12,468776321860.39,509061582442.26,564065134052.84,583888328733.15,655856029913.91,694344337474.54,667302120360.80,674512464051.69,724757996634.93,774607047567.85,803355942387.06,811360288084.99,902263213997.82,981675388899.48,1130472157492.99
Croatia,HRV,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25650213158.62,18760386774.80,10621169291.00,11259647874.50,15062911616.82,22778296980.75,24147533317.06,24172615137.04,25885224248.95,23770693686.84,22128414548.54,23062561236.64,26757989560.58,35256066455.74,41855195584.65,45025679589.55,49601653625.17,59320099744.95,68526332324.36,62093280554.13,58836405998.53,62772620898.65,57411354937.68,59589170667.57,59489433514.58,51011170111.85,52740059263.42,56322449844.16,61861145806.27,61867157679.32,58221300897.88,69602166351.48,71997070660.48,82688842717.39
Haiti,HTI,GDP (current US$),273187200.00,271066000.00,281896800.00,294883400.00,325281200.00,353251800.00,368948600.00,369124200.00,367968800.00,391820400.00,331200000.00,362800000.00,371998958.40,466798973.04,565399321.52,681400000.00,879000000.00,947000000.00,974200000.00,1080600000.00,1383800000.00,1479400000.00,1474200000.00,1623600000.00,1816200000.00,2009400000.00,2318000000.00,2047200000.00,2613926800.00,2736243800.00,3096289800.00,3473562627.79,2257129791.62,1878253767.31,2167569046.12,2813313278.81,2907517603.77,3338949151.60,3723903723.64,4153725883.84,6813566098.87,6331970324.31,6205847213.64,5071947798.27,6087360684.30,7030149730.34,7638739122.67,9228637767.69,10432962634.87,11597002834.78,11859312725.14,13008746038.89,13708925477.13,14902488604.24,15146883497.63,14849629308.60,14069277526.23,15093357161.15,16403864617.85,15016090929.51,14508222518.30,20877414952.64,20253551920.55,19850829757.75
Hungary,HUN,GDP (current US$),,,,,,,,,4870283626.18,5412100260.17,5762071728.12,6271045034.47,7355242314.22,9108483160.50,9983664739.32,11383139029.43,13192437321.24,14735449496.73,17230354544.82,19894622393.19,23041569234.98,23628554956.61,24062916721.31,21838893330.61,21173432184.87,21440475719.86,24697337084.10,27143185296.54,29702631093.88,30323270274.41,34365891768.69,34753569692.92,38730585922.22,40124916940.59,43166678735.22,46425677734.14,46658755151.60,47296952928.76,48706787306.26,49073380173.72,47218405892.43,53749989092.02,67608919144.37,85285062818.01,104120820258.67,113211158292.94,115715618613.05,140186716681.43,158325614580.63,131069255620.57,132175349953.71,141942264554.48,128814279315.13,135684315697.71,141033843265.67,125174166987.37,128609822750.04,143112196040.33,160565642983.59,164020460331.66,157288955508.18,182109999477.69,177006128624.63,212388906458.72
IBRD only,IBD,GDP (current US$),326647514998.48,322098726641.68,327041835204.81,361188678549.82,409917161582.39,449606624512.91,455110460848.84,474061106039.63,500737527389.40,557158810956.07,606864433924.85,658436487864.56,741446464309.96,935257264659.15,1166117926870.05,1283182211382.14,1384184182987.91,1572414965445.11,1688541859448.73,2054980853162.80,2495337530229.91,2679716239809.97,2598534706334.65,2671753233490.07,2773573376450.62,2856094151218.43,2906164344615.23,2962762817058.33,3156451762787.77,3174083997481.79,3560303900038.58,3448774162440.42,3624577197344.42,3934211426064.52,4339185750582.64,4916948102663.38,5368909819962.31,5694529340364.16,5541398163455.25,5397562849862.58,5873248460100.09,5954917913637.39,6043651266693.34,6788178855352.03,8085419494002.90,9657998889452.79,11453342785003.80,14221824723610.00,17060926940839.90,16541826277696.30,20111983284711.50,23807285173177.40,25304734948065.90,26693510662628.90,27592783808400.60,25838353087075.70,26027770587219.10,28745223958869.00,30579316565085.10,31246593993598.40,30103859045527.80,35740404315658.10,37733201523901.40,38733043068564.90
IDA & IBRD total,IBT,GDP (current US$),369468196078.48,369197803239.25,377767061032.33,413669388135.16,465199740731.88,510173811321.21,521460612081.28,542785781834.85,573059713397.69,637528711300.97,698056722723.85,747346980067.86,834442609498.45,1038598297107.60,1305873068194.09,1454096413943.23,1562102647645.78,1759459705916.45,1904189629796.48,2302082724432.52,2791782941444.56,3154989805210.84,3046965333072.20,3040184802522.88,3114447962164.80,3210382959422.72,3213192269731.73,3281409649813.81,3493680607335.67,3516679380808.70,3938241140458.38,3855769843542.67,3988433395055.73,4316120552669.18,4734478573420.39,5396987083280.38,5921564677285.12,6273240704996.34,6143311465263.66,5848508466521.36,6390526414219.35,6465885572313.40,6593953285638.38,7408766752494.04,8811152019657.50,10499926993564.50,12458305114561.10,15401421654907.70,18465834149693.50,17913122960002.20,21693456395830.30,25594615218755.30,27188545719649.60,28743704005346.50,29800896836060.00,27987288576613.10,28169507573194.10,30960119365364.00,32964096579686.00,33722356189565.90,32528587315534.10,38378968351134.20,40566997900554.30,41559721641424.80
IDA total,IDA,GDP (current US$),41098321652.64,44012577180.43,46765307423.12,49114642121.75,52679532945.23,57731457660.49,62126772802.84,64429850042.32,67855625543.43,75426324755.10,84861825817.93,84960443693.55,90623495176.75,104416522876.94,137918904112.61,163903050188.54,172256247640.56,185053978781.28,209143768718.98,243716595033.00,293400954626.98,426223819976.09,404486564860.63,349645458108.89,331449107693.96,343779195534.56,309190328533.65,319495458117.80,338669681386.66,343828929532.57,378856660652.67,409092280613.03,364758759974.77,382908861851.47,395889357665.38,481341765046.56,554633517949.80,580664386042.97,604570449948.67,450872755018.96,517721477276.15,511239299618.94,550995965118.90,621400206928.45,726522702342.76,842542900340.95,1005777469306.55,1179708743319.34,1404907208853.62,1371296682305.85,1581473111118.86,1787330045577.84,1883810771583.73,2050193342717.68,2208113027659.46,2147696040031.45,2140704517319.64,2215171469680.75,2384804805111.07,2475420920253.66,2424027549200.29,2639992963139.39,2835003428054.01,2828041013610.35
IDA blend,IDB,GDP (current US$),12304340519.44,13173849239.24,14087733811.17,14916251701.13,16283554669.88,17681807373.14,19234910584.05,19334017378.78,20403706829.55,23354029734.13,32052680442.78,29815391063.64,33470488972.20,35789060006.86,51518189062.44,59243366175.90,71358695957.49,75267548837.92,81846895071.48,100444794858.80,128870008365.00,247323986825.62,226070570770.67,171776289431.19,147488279551.96,148005975332.57,133626158570.53,136898130940.92,144303058843.68,141950721937.23,147829716954.32,158966792466.51,153779820642.05,163763454842.53,182058585829.46,255612158933.53,309556012790.46,325059724110.23,340153751445.02,183774429526.02,226799197386.94,226318400272.65,248462838455.28,280423881008.66,340143118674.08,402541987923.42,498778333888.96,578188309214.91,677188107675.71,631412536974.89,741312007016.76,847544916121.80,941695867218.57,1023665425289.17,1110564323061.43,1054056007822.38,984095717018.77,967437544352.28,1056914447272.39,1077750148722.68,1009467966729.65,1104603036389.80,1183656384165.71,1044015231915.96
Indonesia,IDN,GDP (current US$),,,,,,,,5667756627.92,7076465299.81,8337423312.88,9150684931.51,9333536369.95,10997590361.45,16273253012.05,25802409638.55,30463855421.69,37269156626.51,45808915662.65,51455719075.83,51400186342.89,72482337397.44,85518233419.05,90158449294.99,81052283383.72,84853700027.65,85289488375.44,79954072544.53,75929617557.75,84300174485.80,94451427876.66,106140727333.64,116621996217.13,128026966579.96,158006700301.53,176892143931.51,202132028723.12,227369679374.97,215748998609.64,95445547872.72,140001351215.46,165021012077.81,160446947784.91,195660611165.18,234772463823.81,256836875295.45,285868619196.09,364570515618.36,432216737774.86,510228634990.60,539580085616.49,755094157621.94,892969104563.17,917869913332.65,912524136718.02,890814755533.54,860854232686.21,931877364037.70,1015618744159.73,1042271532988.63,1119099871350.20,1059054842698.48,1186509691086.73,1319076267310.16,1371171152331.16
IDA only,IDX,GDP (current US$),29673639827.08,31781533969.14,33656896744.69,35196758489.05,37395760695.80,41186080422.79,44063162107.07,46462725702.54,48881625216.90,53502048769.14,53045318411.53,55677119033.44,57505930241.78,69391280182.18,86863214691.36,105464227616.35,100668175789.60,109704597324.38,127591069020.59,143005783535.96,163265145364.36,170754419012.08,171592411137.81,174451138973.80,182330874019.80,194539320065.94,174407396608.26,181510608388.11,193390531239.41,201851599985.29,232816355943.80,252129992740.66,211672027107.28,219777744615.82,213964030903.19,224492421427.76,243038325367.76,253429945077.80,262082551568.10,268212792940.10,291557552376.78,285482351627.01,303011338636.68,341509684072.07,386660282055.17,440100803249.35,506608850466.34,601253783985.40,727719101177.91,739884145330.96,840161104102.10,939785129456.04,942114904365.16,1026527917428.51,1097548704598.03,1093640032209.07,1156608800300.87,1247733925328.46,1327890357838.68,1397670771530.98,1414559582470.64,1535389926749.60,1651361994353.62,1786070910237.13
Isle of Man,IMN,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.69,1023005862.78,1180968165.41,1382605389.32,1567402513.70,1563667799.62,1659131243.74,1947332921.75,2328658227.85,2822358473.17,3032411026.95,3422733202.45,4466350655.90,5928791505.35,5486921247.07,5920369789.50,6565667052.80,6690228371.67,7001175622.71,7708454412.32,7084800892.22,6846377563.01,6979788333.50,7491649455.93,7314967866.28,6684225641.03,7931193222.06,,
India,IND,GDP (current US$),37029883876.18,39232435784.04,42161481858.08,48421923459.12,56480289940.99,59556105229.01,45581230504.07,50134942204.00,53085455870.67,58447995017.33,62422483054.67,67351404351.83,71464700666.99,85517673172.55,99526597933.63,98473832017.32,102716451979.68,121486641441.31,137302319829.00,152995442497.71,186328579302.07,193491368445.57,200715624830.90,218262146413.16,212157645177.65,232511554840.37,248985994040.59,279033584092.22,296589670895.93,296042052944.66,320979026420.04,270105341879.23,288208070278.01,279295648982.53,327274843459.43,360281909643.49,392896866204.52,415867563592.83,421351317224.94,458821052615.79,468395521654.46,485440139204.17,514939140318.76,607700687237.32,709152728830.78,820383763511.45,940259888787.72,1216736438834.96,1198895139005.92,1341888016994.90,1675615519484.96,1823051829895.13,1827637590410.95,1856721507621.46,2039126479155.27,2103588360044.39,2294796885663.67,2651474262755.59,2702929641648.14,2835606256558.84,2674851578586.86,3167270623260.52,3353470496885.95,3549918918777.53
Not classified,INX,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),1998550221.81,2151772979.97,2329372971.89,2505073357.89,2851091646.43,3035655793.52,3198820903.83,3445739914.73,3378701146.84,3902721631.55,4395995086.00,5098250287.47,6318060582.22,7481173065.79,7896860614.99,9483808362.37,9453756014.72,11248340431.38,14647996073.69,18319334300.45,21747855640.07,20670190138.17,21474752962.22,20766047763.53,20106648454.84,21270013325.56,28714571852.48,33920518492.51,37772896220.76,39238392677.75,49305632408.49,49787501584.48,55918538121.40,52417477613.68,57097656065.96,69139823232.32,75790786290.32,82856648758.36,90199410115.51,98893958262.64,100207610429.91,109346669229.70,128596035288.40,164670771259.60,194372115041.07,211876989655.91,232180617162.28,270079279419.50,275447471451.06,236443115853.70,221913560882.37,239170638711.31,225118718207.16,238112475390.80,259681883575.71,292364226871.76,298559265006.40,337241811320.90,386693357874.06,398933010007.36,428608687830.24,513391778882.86,533140011838.28,545629450403.74
