Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Lebanon,LBN,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540067.93,2717998687.71,2838485353.96,4690415092.54,5843579160.90,7941744492.24,9599127050.18,11718795528.56,13690217333.59,15751867489.44,17247179005.52,17391056369.23,17260364842.45,17649751243.78,19152238805.97,20082918739.64,21159827992.04,21497336498.84,22022709851.41,24827355014.93,29118916105.47,35399582928.69,38443907042.12,39927125961.53,44016799515.75,46880103080.60,48095213746.60,49929337836.82,51147308774.13,53027680685.90,54901519155.56,51605959131.27,31712128253.80,23131941556.78,20992421948.81,17937256175.14
Liberia,LBR,GDP (current US$),190495600.00,183920900.00,191861800.00,200229600.00,218929100.00,229260800.00,244459500.00,261024300.00,276820700.00,306961800.00,323099700.00,341543100.00,368098000.00,386968300.00,486955000.00,577549300.00,596675700.00,673010600.00,717240400.00,814067900.00,854711500.00,846514500.00,863933200.00,823374900.00,848478300.00,851296100.00,840964400.00,972800000.00,1038300000.00,786300000.00,384400000.00,348000000.00,223500000.00,160400000.00,132200000.00,134800000.00,159400000.00,295900000.00,359600000.00,441800000.00,874000000.00,906000000.00,927000000.00,748000000.00,897000000.00,949000000.00,1119000000.00,1373000000.00,1726000000.00,1768000000.00,1998000000.00,2398000000.00,2791614000.00,3177198100.00,3225652000.00,3227075700.00,3398419600.00,3390703400.00,3422754800.00,3319596500.00,3176126340.00,3513049520.00,4001047000.00,4332000000.00
Libya,LBY,GDP (current US$),401644248.83,443905611.55,619725784.73,892327911.09,1341395422.27,1804979679.28,2312438534.61,2726986913.09,3850623095.57,4380987480.45,4601649450.00,5260185125.61,6299395544.72,8625889430.83,15112543717.70,14710912456.97,19096943016.36,22428297108.21,22136422642.12,30536429497.97,40953924949.00,36374353879.63,33760146991.76,33200520139.87,29476109151.85,31530566323.51,24180400960.62,26697659335.91,24308959591.72,25156707900.18,28904183602.48,31991821264.71,33887047909.27,30660051910.50,28610549763.47,25541379186.65,27884615384.62,30700897874.87,27251301398.28,35975860857.12,38270954138.11,34112093927.25,20481889763.78,26265625000.00,33122307692.31,47334691241.49,60094231606.64,68032978390.60,86710767415.14,60808562033.42,75380825062.42,48169263294.10,92540938129.13,75351107029.06,57372355592.02,48717501321.31,49912073701.30,67157452181.77,76686029772.15,72081962263.18,65688454971.57,47786789103.82,55938727098.02,50491722445.78
St. Lucia,LCA,GDP (current US$),,,,,,,,,,,,,,,,,,,,,170370370.37,194444444.44,183333333.33,197037037.04,251481481.48,284444444.44,340000000.00,375555555.56,429629629.63,486666666.67,579629629.63,613703703.70,674074074.07,684814814.81,713703703.70,762962962.96,788888888.89,805925925.93,877407407.41,921851851.85,932592592.59,892592592.59,900000000.00,987407407.41,1066666666.67,1135555555.56,1268319185.19,1336088814.81,1437731111.11,1401507888.89,1482385185.19,1568370370.37,1598207407.41,1660222222.22,1749185185.19,1807640740.74,1868544444.44,1998503703.70,2060955555.56,2092081549.02,1497825994.23,1834796401.63,2343703788.17,2519925938.52
Latin America & Caribbean,LCN,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007476718921.57,1102119409745.38,1189975815419.27,1298654841940.84,1536673815797.37,1794992207468.05,1941685792038.18,2101023530809.94,2303337106936.65,2331650072097.75,2107238195958.91,2326171956618.83,2281659001901.31,2051651216847.52,2090649676533.06,2404140329731.79,2901840928620.71,3395773013103.38,3997430459125.19,4642685980825.88,4355865396934.77,5395521584867.20,6137298312571.18,6209024743500.11,6362333301077.53,6483202078515.13,5418289197382.29,5283310849435.27,5866482345855.61,5742638741431.28,5659965575492.01,4804924789054.88,5578001135446.18,6341680448313.76,7094329636592.52
Least developed countries: UN classification,LDC,GDP (current US$),25396340997.13,27210618722.56,28791232467.26,30202790676.21,31642936960.59,34376613040.48,37271686786.00,39756391346.56,41993452462.15,45398307340.83,43924106346.48,45503456420.03,46497667763.42,56115642779.67,70169680467.16,86232150421.10,79141108671.19,84799217600.39,98673333687.56,110482187765.82,124275806288.41,130944751635.42,131526119023.54,132942322285.83,139143974827.20,152679351682.87,129919742514.95,138575407039.54,151408311246.33,162003196598.62,188377840875.21,206285815475.60,162423362071.83,170645186609.53,167418947426.87,171656467729.81,179828980354.19,188878580088.15,191440642053.55,197386815443.76,224220841301.62,215386170078.77,235506872334.17,266569126690.00,306201111423.09,360878706648.54,417524553902.59,501270268255.77,614414977114.44,608426703148.31,687433128591.79,783931296546.50,819266433465.48,892428919239.91,959618110350.54,920864864683.31,936561647193.38,1025062467402.31,1090417461003.23,1150500716964.01,1162019936698.84,1266743958589.09,1424615962242.83,1504251159792.01
Low income,LIC,GDP (current US$),,,,,,,,,,,,,,,,,,,,,77122651920.49,82418257129.42,81995485614.89,83287284892.71,85877398913.05,83637573681.02,87036099939.59,92958586119.65,98924794835.56,107335669383.77,134347494494.30,150993763705.44,103352914778.30,110352175466.11,103210150492.26,95755547189.20,92529748881.59,98821120247.75,99814560375.62,100732241436.73,123908609247.71,116417867734.75,128027966515.98,142978584361.76,167196877615.72,199723321087.33,232208542309.02,282893624749.08,340460080321.20,338898157425.07,372940632041.91,404514516429.28,381701640886.41,394195409295.53,422083905892.02,416120726145.32,383741508244.76,401921089084.38,418228093932.97,445278364305.20,439782467036.05,466420564539.21,530578689814.76,646797730009.09
Liechtenstein,LIE,GDP (current US$),,,,,,,,,,,90099360.84,104889795.33,124940289.32,165928881.56,193980464.88,246389101.85,272489300.47,303493119.48,436912067.78,503173104.39,534699362.90,511647750.12,522096760.29,524023624.89,502620991.85,529073612.45,779357802.50,1052848995.97,1161757671.02,1119983801.21,1421509216.37,1484160302.15,1631177029.45,1673085244.69,1948129622.75,2428525060.70,2504012993.42,2298389802.89,2479699106.02,2664105901.19,2483889858.32,2491800558.78,2688618747.38,3070803051.42,3454373797.74,3659319116.88,4000102086.15,4601429897.21,5081479840.09,4504375348.07,5082337238.45,5739706004.90,5456102482.29,6391708310.68,6657526979.72,6268515276.17,6237302033.50,6474308717.85,6692620691.84,6436467007.12,6405870210.32,7710380085.92,7364654515.14,
Sri Lanka,LKA,GDP (current US$),1409873949.58,1444327731.09,1434156378.60,1240672268.91,1309747899.16,1698319327.73,1751470588.24,1859465020.58,1801344537.82,1965546218.49,2296470588.24,2369308600.34,2553936348.41,2875625000.00,3574586466.17,3791298145.51,3591319857.31,4104509582.86,2733183856.50,3364611432.24,4024621899.58,4415844155.84,4768765016.82,5167913302.17,6043474842.77,5978460972.02,6405210563.88,6682167119.57,6978371581.26,6987267683.77,8032551173.24,9000362581.58,9703011635.87,10338679635.76,11717604208.82,13029697560.98,13897738375.25,15091913883.71,15794972847.17,15656327859.57,16330814179.98,15749753804.83,16536535647.08,18881765437.22,20662525941.30,24405791044.78,28279802405.91,32350238760.42,40713826215.01,42066224093.01,58636161081.71,67753284043.93,70447216891.34,77000578167.35,82528535713.93,85140955388.85,88012282205.84,94376237797.24,94493871200.79,89014978344.14,84304298770.53,88609332762.47,74144875098.06,84356860421.13
Lower middle income,LMC,GDP (current US$),84616597001.76,90186836256.72,92181987015.38,102323690387.21,114986005597.94,123090762933.93,112246181466.77,119766383300.23,127098240318.22,140740972605.25,152459416906.02,158769875405.12,169451049612.97,199278079278.46,246307958711.12,269899256935.90,285187204916.14,320267597120.24,362652450928.99,421466175467.35,513382469665.04,639660890994.90,635625327940.03,601271756417.12,576353494488.97,615172490135.28,618320700863.67,672772469674.58,696573677133.53,683580725600.27,733709873217.56,702239992887.29,735562027814.64,747221959277.50,839697566445.05,997448004604.69,1135329336524.53,1192059711359.33,1217725094952.85,1122826692042.72,1185525202868.85,1197955232304.74,1264000378395.07,1433893499316.57,1649437905989.37,1900255691229.50,2225374816704.39,2723528151247.76,3012634293754.04,3141137667805.05,3780034647966.09,4217834186882.18,4456528170120.24,4712914034204.83,5090396351864.47,5083698600746.07,5297558624291.54,5693069209502.06,5979736767522.21,6278114868365.95,6081790240107.95,6894335373844.59,7341102945343.33,7384750127842.02
Low & middle income,LMY,GDP (current US$),281513384434.61,278866906709.63,283225160603.88,311642009337.68,354591643895.03,390786297425.95,397997512739.94,414951012881.87,438311723850.66,488148069271.33,534184239050.17,569852863503.06,639212140996.36,791712142946.58,995177860924.06,1126112347961.99,1204422071137.79,1350366408500.73,1462134389152.51,1758772782062.74,2120140554041.04,2395447207576.50,2328098940942.16,2332808607645.41,2404502554839.90,2481198229475.39,2482659495793.37,2538704908833.60,2700670440287.38,2796054379188.19,3194207232338.23,3099577605029.12,3275746556657.20,3621878198949.94,4056216007769.83,4627182611255.59,5138106425452.64,5453626933451.33,5426864974673.01,5223485813254.02,5680267093251.76,5687811932590.82,5796547790161.36,6487373546291.21,7609727994130.64,8985212394211.48,10575560319816.40,12982509324893.00,15416273265910.10,15446634909614.80,18779543105772.00,22115543075986.50,23512181553245.60,24940261486687.70,26101787332747.30,25326526306958.90,25586586836480.00,27933259327710.60,29703722066967.90,30424528245038.40,29491920680088.10,34734957850217.40,36438640513559.90,37425214512640.00
Lesotho,LSO,GDP (current US$),34579986.17,35699985.72,41859983.26,47039981.18,51939979.22,54879978.05,56699977.32,59261976.30,61445975.42,65967973.61,68739972.50,76480285.00,80913200.43,121188715.76,150851316.53,149558895.91,147660036.92,193315048.33,266570066.64,290134592.52,431542536.66,434188034.19,348741683.67,386699308.86,333163670.28,268629925.85,318858422.99,402768324.48,470395800.60,495409232.63,596410263.74,704325366.72,831029861.70,835582062.48,878250945.28,1001894000.28,946112492.84,998004258.72,928460893.11,912773681.05,887291687.92,825706961.24,775777238.56,1157825434.79,1511236655.52,1682343527.49,1800092563.75,1682131784.51,1766902709.20,1740894964.81,2234754241.92,2579409619.97,2477702216.27,2367112931.64,2441063054.06,2359686724.54,2114426453.71,2306741674.06,2556247292.00,2390702295.83,2053338465.24,2406780518.53,2289355249.40,2046039024.46
Late-demographic dividend,LTE,GDP (current US$),236359697329.27,215773982350.57,215218301251.25,228482029485.84,263093007398.16,297806778465.67,322756407405.06,317115282370.30,316338717706.15,354454622911.12,402926758998.37,443431301620.63,504217949362.98,633970164011.25,733418812229.91,788838956828.12,812873567659.89,946458120173.97,939558602435.45,1163005699434.63,1372119747166.96,1415544964401.37,1400418314722.29,1461396318226.13,1552335173187.26,1660675505162.10,1684896070685.47,1746603588097.06,1907970208476.78,1913194180510.28,1966143155409.28,1983419918605.25,2022186054608.04,2105333938710.25,2442945412790.58,3018292160017.55,3329594709957.73,3486500370030.62,3361066467991.76,3106274396328.62,3410313487927.40,3525091029820.11,3736796107267.68,4257947205698.71,5117293242644.11,6172905218377.23,7448573743924.26,9382447414660.31,11663554908011.70,11269360521229.50,13564267760890.20,16530365963615.50,17680657970635.30,19042359863611.20,19776331354297.40,18550881244486.00,18593573738109.30,20631078375844.20,22623622462864.80,23050208314364.00,22531183291578.30,26872794398412.00,28062557325965.10,28341396914858.30
Lithuania,LTU,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395.34,8382519637.46,10118631851.53,11239547690.98,10971583944.76,11524776866.64,12237388001.73,14259781159.01,18781721376.20,22627507451.56,26097677571.84,30183575103.53,39697891351.94,47797551587.88,37388122046.15,37128694028.24,43535051482.39,42927454291.48,46523420074.44,48533659592.17,41435533340.39,43047309305.74,47758736931.78,53751411409.44,54808531641.41,56964942999.37,66798933785.77,71013953448.21,77836396962.77
Luxembourg,LUX,GDP (current US$),709941874.04,710163719.41,747846862.21,797902154.24,910877686.27,929477284.79,976717015.46,983052314.93,1075561622.81,1245432991.34,1457768455.02,1518773421.38,1901697369.63,2609875802.11,3183637116.82,3123333333.33,3423586206.90,3789321328.08,4718539772.00,5516982663.73,6019805490.41,5053665797.48,4602316793.22,4524217751.48,4438435492.88,4577211767.10,6685595087.59,8320902215.02,9418167855.18,10037674037.67,12778792853.69,13834219728.29,15518702634.88,15925521222.01,17701798890.76,20853093869.73,20895314657.98,19563836265.22,20150053345.19,21899317598.84,21230182989.30,21387533703.23,23649833332.17,29667268248.13,35064843792.90,37672280120.48,42910146296.06,51587401415.79,58844277701.53,54467289897.56,56213985987.42,61696281326.25,59776383527.36,65203276466.98,68804811897.64,60071584216.14,62216885435.95,65712180342.98,71000359760.46,69890505323.58,73699366700.21,85584105993.87,81641807865.76,85755006123.60
Latvia,LVA,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128636.62,5975248851.45,6527926445.68,7166275467.65,7533788133.56,7958852838.93,8362398701.59,9557031605.28,11771975156.81,14435700533.37,17003459863.10,21570076498.62,31054350977.98,35854274228.91,26410909090.91,23956163076.56,27474380566.27,28169902669.38,30204783461.85,31386896487.04,27263090547.06,28083597512.48,30483806017.83,34429023435.02,34225547537.07,34390910338.96,39443126174.43,40422521943.44,43627078481.29
"Macao SAR, China",MAC,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,1142497718.78,1133013235.10,1304361353.27,1362072159.95,1532105070.19,1957724829.36,2288761822.51,2705665492.02,3246481233.24,3765249711.09,4914365189.05,5665606114.80,6311207779.92,7046147736.92,7176892950.39,7267570892.70,6797792190.20,6547670439.26,6774193548.39,6860272608.45,7371692774.43,8246479565.94,10643253553.18,12160056122.38,14874098691.91,18439981612.41,21027018332.67,21587786905.85,28241798491.59,36845888757.19,43189721376.98,51536595089.28,54902831793.50,45048190598.32,45070808688.96,50383871120.87,55190661339.78,55082293844.10,25343525935.84,30969334705.05,24464719190.06,47061843715.86
St. Martin (French part),MAF,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875748.52,,,772921958.53,,,,,652206037.10,,649206262.85,,
Morocco,MAR,GDP (current US$),2037154741.93,2025693539.56,2379611124.61,2657252578.31,2798345298.58,2948331090.47,2876401297.11,3046345314.39,3271422332.62,3651622668.95,3956336244.12,4356669034.34,5074117544.77,6242145880.09,7675466449.36,8984853005.08,9584297284.28,11049783871.81,13236946233.58,15911994817.31,21728516153.09,17788185478.94,17692276734.17,16251408127.57,14824667954.37,14991283215.74,19462085540.22,21765195948.19,25705296183.50,26314313191.18,30179954774.99,32285573573.92,33711069430.78,31655473663.83,35604137422.58,39030285468.38,43161571527.64,39147844526.08,46497608724.99,46266428648.14,43017455401.84,43831480207.64,47077192187.64,58029363354.28,66114145451.01,68852658068.67,75883823300.85,86947913286.73,101822906949.06,101154952240.88,100865329473.44,110080631332.38,106937392311.13,115739287305.08,119130841411.66,110413823841.59,111572947004.92,118540573367.84,127341147581.82,128920266409.46,121353645057.14,141817797083.47,130912558829.84,141109373209.41
Monaco,MCO,GDP (current US$),,,,,,,,,,,293127333.24,327706210.44,402451900.82,523554039.20,563949254.11,711978961.89,735324244.67,811191392.22,1000555218.03,1209870147.49,1378175524.11,1205188647.93,1143216456.57,1092560364.52,1037329604.35,1082867507.33,1515234743.47,1839081463.28,2000704744.92,2010083833.17,2481307077.11,2480540845.33,2737049230.70,2574494355.73,2720332134.54,3130309995.31,3137886994.52,2840195190.37,2934593467.69,2907118641.18,2654462665.27,2673723033.71,2919647981.81,3597089750.78,4043551488.83,4204652898.73,4586826512.71,5875790766.26,6502942244.93,5474379252.34,5367561569.60,6088689808.38,5742749294.01,6555591709.89,7069353073.09,6261649890.82,6465645584.95,6431271365.08,7182444409.54,7383944044.17,6739645416.48,8626081320.51,8784002931.69,
Moldova,MDA,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571250000.00,3083333333.33,2320435308.34,2371711383.17,1702292855.60,1752979926.41,1695122173.91,1930081168.83,1698717504.66,1170782957.37,1288429391.80,1480673594.06,1661818168.42,1980907434.77,2598249555.90,2988342907.03,3408255450.55,4401173151.94,6054824248.24,5439434271.79,6974982369.60,8414352020.49,8709138634.83,9496717875.52,9402090137.74,7797667196.73,7980917075.77,9514404016.21,11252353420.88,11736797054.70,11530746234.45,13691869264.08,14510490660.25,16539436547.30
Madagascar,MDG,GDP (current US$),673081724.75,699161944.56,739286907.59,759345863.73,802482183.73,833563473.00,900264584.59,956436932.10,1031669637.40,1056391055.60,1111859570.88,1199507631.08,1341590690.41,1653062335.00,1917508190.05,2283049215.35,2181844178.55,2358930406.07,2669755115.11,3463565853.81,5201818347.80,4759333998.37,4784977325.96,4686457031.23,3905938480.86,3802557894.87,4347989788.09,3212900555.81,3189456965.05,3175638332.64,3931334875.01,3254713056.02,3714966678.33,4063298919.29,3522227092.23,3838100903.75,4931861038.71,4262965419.75,4401967632.74,4277903780.29,4629247203.85,5438332601.91,5351701663.41,6372498889.67,5064732626.29,5859269752.61,6395712490.94,8524620889.58,10725137723.65,9616879409.44,9982711338.07,11551819617.87,11578975061.95,12423555455.39,12522957399.23,11323020701.30,11848613858.44,13176313593.55,13760033282.29,14104664678.51,13051441203.95,14554754116.54,15302510500.05,16031702914.92
Maldives,MDV,GDP (current US$),,,,,,,,,,,19328038.32,21566404.00,25177137.55,30862041.54,39120171.22,24540877.57,22399467.15,20853788.76,24369109.15,38523364.51,42463576.16,44781456.95,47911340.18,57829787.23,109503546.10,127190757.96,141882254.23,141223029.38,168514513.38,189514434.24,215043969.85,244396761.92,284875809.04,322417837.16,356014932.14,398988954.97,450382327.95,508223602.38,540096397.62,589239753.61,624337145.28,870031676.80,897031250.00,1052121054.69,1226829562.50,1163362437.50,1575200390.63,1868383460.94,2271646187.50,2345294875.00,2588176054.69,2774350240.05,2886163997.21,3295009237.50,3697353039.20,4129505319.13,4409942623.86,4816426256.53,5404344162.70,5726094799.38,3712604583.37,5254366312.28,6170638746.31,6600000000.00
Middle East & North Africa,MEA,GDP (current US$),,,,,,33355527573.38,35719093594.07,38474318202.40,44168901220.23,49272971404.83,55493554807.40,63999373657.49,78443642840.62,107825541175.57,198498005682.44,216777972177.64,270073046985.57,313508260089.44,331514988248.82,434447515594.29,560256590116.58,573674761511.33,572709615901.09,581874653178.61,586005805091.20,597081174396.36,604167750053.78,560688646894.69,555522112035.57,572244999588.47,745103071421.59,549381622873.56,600384966653.68,610560135336.37,646604925436.20,713738122654.65,794179404667.91,832657219644.17,814471742080.96,885972638010.80,992555771865.10,987483973174.61,979351629694.59,1090479523920.40,1286313655244.43,1542092360435.57,1810948296494.28,2140272377688.62,2674260694118.67,2399657699929.62,2820272200083.83,3396706596374.72,3660136638354.70,3601732090293.32,3627618410020.68,3201010427587.39,3234258578074.41,3372000244857.37,3538057099135.22,3549945029851.94,3199081953495.53,3780277127064.96,4497116837259.17,4287684126920.02
Mexico,MEX,GDP (current US$),13040000000.00,14160000000.00,15200000000.00,16960000000.00,20080000000.00,21840000000.00,24320000000.00,26560000000.00,29360000000.00,32480000000.00,35520000000.00,39200000000.00,45200000000.00,55280000000.00,72000000000.00,88000000000.00,88875923765.07,81912018783.50,102648570299.12,134531900898.93,205577055465.99,263797827860.49,184602611609.52,156167000432.99,184230754105.39,195241069482.08,134556034672.99,147542558208.89,181611150496.79,221403098266.77,261253675692.84,313139656145.75,363157832923.73,530160763983.51,553618247900.74,380157469866.85,432157945024.43,523449530464.26,557461102630.66,631249359702.39,742061329643.37,796064590656.18,810666116505.48,765549967703.27,819459227375.02,917571853529.10,1020265057882.01,1102355554971.95,1161553459715.10,943437415024.63,1105424238731.09,1229013703416.76,1255110424817.79,1327436290282.67,1364507717614.13,1213294467716.88,1112233497452.70,1190721475906.00,1256300182879.73,1305211135822.61,1120832412468.85,1313069763986.60,1463323889036.56,1788886821046.81
Marshall Islands,MHL,GDP (current US$),,,,,,,,,,,8408486.05,9116810.28,9973652.29,11607365.81,15217532.23,16691300.77,18153647.07,20210069.49,22209369.83,25545346.13,26710652.89,31020000.00,34918000.00,41749000.00,45144000.00,43879000.00,55989000.00,62983000.00,70688000.00,72798000.00,78476000.00,82507000.00,91063000.00,99461000.00,108071000.00,120230000.00,110858000.00,109884681.70,112070114.14,113352058.41,114838470.46,122406127.93,131959976.20,131128479.00,132791854.86,137815414.43,142922515.87,150104705.81,146208160.40,150886459.35,160629516.60,172044509.89,180302078.25,185817016.60,185446395.87,183222930.91,200900711.06,212935714.72,219430038.45,231996704.10,240751144.41,257784881.59,258774475.10,284000000.00
Middle income,MIC,GDP (current US$),270718545932.67,267466073756.10,271024736960.96,298767047598.61,340749024777.37,375732002588.54,382481545637.42,398430848629.28,420802105645.29,468893137990.15,513783083528.12,547623110810.60,614334521122.85,762749412532.94,959290771482.42,1083426431226.23,1157806517207.48,1298191475737.61,1403711737729.72,1694486071402.47,2046090053815.55,2316123721215.22,2249264646628.97,2252789513944.26,2321998212571.33,2400309598881.92,2398887158157.91,2449690187383.70,2605947790285.92,2693997677976.97,3069619982603.02,2962306114789.95,3176786976145.74,3516032465649.86,3955758244455.77,4532077392613.59,5044736122063.44,5353982644746.82,5326398707103.19,5122654498526.61,5557879880102.09,5572267083031.90,5670206841562.76,6346256902458.92,7444671186560.86,8788211804677.96,10346313007674.30,12703066994715.00,15080296673808.40,15112134343474.10,18410290632937.10,21713900541468.30,23131481309284.90,24546674700274.30,25680744767168.30,24911694910932.10,25202592678135.50,27530340426178.00,29284043921765.40,29978481798259.30,29051739634677.80,34266063721746.80,35907869702102.20,36786942112904.50
North Macedonia,MKD,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699646643.11,4938775510.20,2436849341.98,2682456896.55,3559608639.98,4707041315.24,4642021256.31,3912986090.97,3765745023.21,3863619284.78,3772859034.21,3709636030.67,4018365747.01,4946296599.08,5682784471.70,6258602872.68,6861226971.56,8336474973.73,9909552434.51,9401736825.43,9407170321.38,10494626767.64,9745261300.58,10817702346.07,11362265252.78,10064519962.57,10672467073.29,11307067069.67,12683068114.24,12606338448.55,12361036913.84,14000283827.02,13711469681.15,14761237042.21
Mali,MLI,GDP (current US$),,,,,,,,275494477.59,343771972.99,339913867.09,359772315.10,395218628.92,486617280.26,563683703.30,538747339.96,830710615.18,939228017.25,1049838548.11,1222702572.85,1595422955.64,1759691186.40,1538972424.37,1333754225.00,1297765325.90,1232932104.07,1392196048.00,1852163453.15,2090629986.98,2169040603.19,2181821909.28,2681912148.70,2724131458.26,2830673378.13,2818281085.09,2081846497.75,2706425157.39,2780422049.21,2697105823.47,2920358710.51,3440724709.59,2961484953.86,3468337942.32,3908121307.02,4714071979.69,5454249125.73,6247515888.15,6905934217.91,8156468826.13,9838403100.51,10231962390.21,10689168016.26,12995112690.26,12442035339.10,13242690786.09,14364937124.07,13104764378.33,14026048335.70,15365713048.20,17070867589.91,17280250810.03,17465392764.37,19309463508.04,18780322203.76,20904898296.25
Malta,MLT,GDP (current US$),,,,,,,,,,,250721821.55,264579879.78,295118249.32,345602025.38,376094108.48,474620439.58,527936988.79,625573345.53,793675169.88,1001300838.32,1250242107.88,1243469360.57,1234518125.00,1165771369.01,1101828568.77,1117835285.51,1435079200.35,1751247763.42,2019474244.19,2118574772.11,2547163582.33,2750041434.26,3021910216.72,2709178326.78,2998570146.54,3720400048.64,3822882324.92,3793418974.53,4010571333.85,4121350624.19,4069515556.79,4088368961.76,4470446352.33,5448415539.81,6098092511.83,6416184235.84,6778324087.14,7925371458.81,9090406749.53,8696366868.92,9035824366.01,9638728635.01,9461776291.80,10551030596.76,11625848974.81,11091483659.62,11668015565.81,13484541925.77,15404393365.21,16004563885.75,15249999048.03,18123718946.60,18357069272.77,20956999452.43
Myanmar,MMR,GDP (current US$),545098447.64,605581577.29,634528872.02,598998418.72,411419905.85,367053117.22,293103478.55,420359035.90,559956130.28,571854214.59,563555630.77,587448405.49,662213082.74,719754655.36,1225589878.07,1061107353.67,1204699849.13,873579931.93,935408774.95,952265043.44,1038225167.06,1111000765.29,1481165467.83,1381573615.25,1304063253.04,1478908173.27,1582873750.32,1562448076.66,1541088312.25,2013448228.73,2115193513.30,2069832686.98,2411552288.76,3163020034.64,4432257173.65,5289174942.53,6123556716.81,4722288495.66,6459461639.30,8486832800.88,8905066163.59,6477790688.23,6777632512.08,10467109977.67,10567354056.40,11986972418.51,14502553709.83,20182477480.55,31862554101.94,36906181380.81,49540813342.48,59977326085.99,59937796648.22,60269732854.83,65531374199.67,59607290407.62,63298361996.22,66053040483.00,67860515989.52,75065106227.69,79006113643.19,66345291160.17,62253049891.64,64815031669.10
Middle East & North Africa (excluding high income),MNA,GDP (current US$),,16859956000.58,17721013430.70,20017082638.06,22275305018.21,24847602751.22,26305840617.04,28630544838.98,32496383972.02,36404628647.12,40616151582.59,46629419112.30,55719939191.23,74036325634.52,114764959393.68,130815997907.47,162082404645.75,187307614841.16,199470627871.19,250478169534.34,304410546301.90,292160808820.66,327203301153.23,363200737973.85,378202585948.20,408729430738.29,440997031586.94,380589506756.10,362853528586.28,362861531928.55,504675545300.18,256748084020.33,280535150234.94,290355959192.11,307433748179.40,340259302406.65,380849300431.52,400496877681.09,410727251056.22,449128387154.88,474549193839.26,480454322805.50,463162700952.37,509460205617.96,604588881725.06,707135263713.18,828322826165.27,1016252730742.90,1260101657447.26,1221252441475.68,1413230709820.25,1654719982162.47,1782893176788.21,1643993969590.37,1625989413800.06,1460582775148.29,1496714718329.85,1496691802249.52,1421482666869.71,1433133665481.60,1324364502715.09,1535302141067.38,1760103359907.54,1646554468701.67
Montenegro,MNE,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854261160.71,828950327.35,984293043.81,1159869245.93,1284685050.52,1707710053.15,2073234417.68,2257174480.79,2721903148.91,3680711743.77,4545674527.61,4159330369.55,4142983843.49,4544428421.50,4087526241.81,4465772400.37,4593853290.96,4054730077.58,4376930578.32,4856599480.80,5506942238.36,5542054181.13,4769996866.01,5861427505.12,6229801580.79,7404541964.51
Mongolia,MNG,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,2310099100.00,2552401933.33,2725736633.33,2098734600.00,2186505475.00,2896178866.67,3020611600.00,3204461566.67,3576966800.00,2560785660.00,2379018326.32,1317611863.85,768401634.15,925817092.22,1452165005.24,1345719472.36,1180934202.84,1124440204.85,1057408588.68,1136896123.61,1267997934.31,1396555719.97,1595297355.78,1992066808.10,2523471601.10,3414055661.62,4234999703.90,5623216608.04,4583850367.89,7189481998.90,10409797377.86,12292770631.57,12582122604.26,12226514668.06,11619892590.69,11181350649.36,11480847740.74,13178094720.50,14206359017.51,13312981429.09,15286441737.67,17146471713.75,19872180369.63
Northern Mariana Islands,MNP,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000.00,1239000000.00,1210000000.00,1061000000.00,990000000.00,938000000.00,939000000.00,795000000.00,799000000.00,729000000.00,746000000.00,772000000.00,832000000.00,910000000.00,1230000000.00,1560000000.00,1301000000.00,1181000000.00,858000000.00,,,
Mozambique,MOZ,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854856434.58,2798696511.18,2883161897.43,2958108170.32,3061646173.74,4030146134.57,4873663774.93,5551118148.74,6285219691.22,5930685214.62,5650154067.10,5950769426.60,6583526860.58,7937255565.36,8868504899.95,9509835536.93,10811456005.94,12920340964.65,12263894790.01,11411894723.86,14619279988.72,16688114144.07,17198073057.20,17978246586.07,16208985769.62,12069051237.17,13264640645.78,15017359042.45,15512758964.58,14235420174.18,16168055475.09,18406835494.95,20624597846.55
